id,Address,Response_Address,Response_X,Response_Y
1221,臺北市士林區文林路一六九號一樓,臺北市士林區仁勇里7鄰文林路169號,303133.793,2775790.031
1222,臺北市松山區健康路224號１樓,臺北市松山區東光里25鄰健康路224號,306615.022,2771860.796
1224,新北市三峽區鳶山里十二鄰中山路１８６號１樓,新北市三峽區鳶山里12鄰中山路186號,286742.277,2758842.189
1225,新竹市民富里７鄰北大路３４２號,新竹市北區民富里7鄰北大路342號,246124.149,2744278.87
1228,高雄市小港區鳳源里鳳林路181、183號1樓,高雄市小港區鳳源里20鄰鳳林路278號,182192.299,2492117.56
1229,高雄市前鎮區草衙里后安路１４６號１樓,高雄市前鎮區草衙里22鄰后安路146號,180341.323,2497239.719
1230,桃園市蘆竹區南山路三段306、308號1樓,桃園市蘆竹區山腳里7鄰南山路三段446之1號,278976.789,2775635.24
1232,高雄市左營區新下里華夏路２５６號１樓,高雄市左營區新下里16鄰華夏路256號,177763.646,2507967.04
1233,臺南市新化區協興里中山路624、626號1樓,臺南市新化區協興里13鄰中山路998號,177146.97,2548376.799
1234,宜蘭縣羅東鎮南昌街53巷6-3號1樓,宜蘭縣羅東鎮南昌里12鄰南昌街53巷6之3號,328317.32,2729640.56
1235,臺南市新營區民治東路1號1樓,臺南市新營區大宏里16鄰民治東路1號,180715.019,2578884.97
1238,苗栗縣頭份市忠孝里十二鄰信東路１５８號,苗栗縣頭份市忠孝里14鄰信東路155號,240794.905,2731417.691
1239,臺中市西屯區西墩里黎明路3段348號1樓,臺中市西屯區西墩里24鄰黎明路三段348號,213320.47,2675231.955
1240,屏東縣麟洛鄉中山路166、166-1、166-2號1樓,屏東縣麟洛鄉麟趾村1鄰中山路759號,200401.519,2505622.259
1243,新北市三重區光復路一段82號1樓,新北市三重區中興里2鄰光復路一段82號,297615.347,2771446.973
1246,新北市新店區寶慶街66號,新北市新店區信義里1鄰寶慶街66號,304703.359,2764431.629
1248,桃園市桃園區力行路156號1樓,桃園市桃園區長德里22鄰力行路156號,280431.349,2765974.81
1249,臺南市東區路東里大同路二段九十五–３號１樓,臺南市東區路東里7鄰大同路二段1號,169255.7,2542378.06
1250,臺南市安南區城中里安中路５９９號１樓,臺南市安南區城中里2鄰安中路六段599號,160826.899,2551444.549
1253,臺北市中山區民權東路3段71、73號1樓,臺北市中山區江寧里24鄰民權東路三段88號,304854.787,2772767.264
1255,彰化縣二水鄉員集路4段6、8、10號1樓,彰化縣二水鄉合和村2鄰員集路四段498號,210176.833,2635410.915
1256,臺北市南港區東新街80巷1號1樓、108巷2弄30號1樓,臺北市南港區成福里5鄰東新街80巷10弄26號,309178.392,2770915.609
1258,高雄市鳳山區武漢里武慶二路52、54號１樓,高雄市鳳山區武漢里28鄰武慶二路102之1號,181426.62,2501495.62
1262,臺北市中山區民生東路二段157號,臺北市中山區松江里11鄰民生東路二段157號,304072.043,2772321.714
1263,屏東縣內埔鄉南寧路19、21號1樓,屏東縣內埔鄉東寧村3鄰南寧路500之1號,204155.57,2502847
1265,嘉義市西區福全里三十四鄰八德路七十三號,找不到指定的門牌地址。,,
1266,臺中市霧峰區坑口里中正路563、563-1號1樓,臺中市霧峰區坑口里2鄰中正路712號,219014.241,2660797.014
1268,新北市板橋區國慶路151號1樓,新北市板橋區重慶里4鄰國慶路151號,296583.299,2765430.79
1269,新北市樹林區三福街39、41號1樓,新北市樹林區三福里2鄰三福街166號,290847.094,2767631.737
1272,新北市樹林區樹林市三俊街172號1樓,找不到指定的門牌地址。,292154.956,2767548.049
1273,新北市樹林區光華街2、4、6號1樓,新北市樹林區金寮里1鄰光華街49號,291724.104,2766117.731
1274,臺北市信義區吳興街257、259號1樓,臺北市信義區泰和里6鄰吳興街615號,307429.226,2768319.899
1275,臺北市中山區伊通街30號1樓,臺北市中山區朱園里9鄰伊通街30號,303946.889,2771518.293
1279,臺中市東區自由路三段２２６號１樓、進德路七十七號１樓,臺中市東區干城里7鄰自由路三段226號,218759.562,2670852.504
1280,臺中市南區復興路三段138、140號1樓,臺中市南區長春里4鄰復興路三段533號,217740.687,2669949.358
1282,高雄市旗山區瑞吉里延平一路446號1樓,高雄市旗山區瑞吉里1鄰延平一路446號,196973.402,2532385.006
1283,臺南市仁德區二行村二仁路1段151號1樓,臺南市仁德區二行里9鄰二仁路一段151號,170514.679,2535669.779
1285,高雄市三民區寶玉里大豐二路348、350、352號1樓,高雄市三民區寶玉里2鄰大豐二路496號,181654.008,2505598.943
1287,高雄市鳳山區鎮南里五甲二路744號1樓,高雄市鳳山區鎮南里29鄰五甲二路744號,180977.929,2499463
1288,新北市中和區中和路257號,新北市中和區枋寮里16鄰中和路257號,300985.795,2765853.89
